ph,ec,oc,n,p,k,s,z,b,fe,mn,cu,name
4.61,0.14,3.9,9,86,13,12.73,0.78,0.57,2.18,1.17,0.13,Tea
5.28,0.12,2.4,8,96,14,10.17,0.6,0.61,2.09,1.0,0.17,Tea
4.77,0.18,3.91,9,92,14,12.68,0.71,0.55,2.08,1.72,0.15,Tea
4.78,0.15,3.86,9,104,17,14.61,0.76,0.63,2.94,1.52,0.19,Tea
4.71,0.18,3.79,13,90,14,12.37,0.76,0.53,2.72,1.77,0.11,Tea
5.47,0.14,3.0,12,101,16,12.42,0.64,0.63,3.03,1.1,0.17,Tea
5.04,0.15,3.29,9,98,15,10.59,0.6,0.66,2.01,1.4,0.15,Tea
5.48,0.13,3.52,12,86,15,12.86,0.71,0.54,2.49,1.25,0.11,Tea
5.0,0.18,3.73,9,104,15,10.69,0.68,0.61,2.19,1.3,0.17,Tea
4.69,0.17,2.76,13,101,15,12.59,0.61,0.6,2.66,1.07,0.12,Tea
5.31,0.17,2.15,10,87,13,13.14,0.74,0.6,2.37,1.72,0.17,Tea
4.57,0.11,2.79,13,104,14,14.45,0.65,0.64,2.91,1.39,0.13,Tea
4.98,0.1,2.54,10,99,13,12.34,0.73,0.68,3.05,1.47,0.18,Tea
5.03,0.17,2.29,11,92,13,10.59,0.77,0.58,3.36,1.4,0.11,Tea
4.77,0.12,3.86,10,98,15,14.7,0.65,0.62,2.65,1.75,0.19,Tea
5.42,0.19,3.98,12,102,13,11.96,0.67,0.6,3.0,1.49,0.13,Tea
5.49,0.14,2.74,8,91,17,10.75,0.67,0.54,2.75,1.3,0.19,Tea
4.63,0.12,3.64,8,94,13,13.84,0.64,0.57,2.63,1.63,0.17,Tea
5.06,0.17,3.1,13,89,13,10.34,0.64,0.54,2.36,1.68,0.13,Tea
4.55,0.19,2.28,12,92,15,10.93,0.7,0.51,2.36,1.51,0.14,Tea
4.74,0.16,2.93,10,91,16,14.07,0.76,0.6,2.94,1.13,0.11,Tea
4.87,0.17,3.92,11,88,17,12.94,0.61,0.69,2.59,1.46,0.2,Tea
4.55,0.18,3.01,8,102,17,13.4,0.8,0.63,2.2,1.64,0.18,Tea
5.14,0.12,2.52,9,89,17,14.4,0.8,0.62,3.05,1.39,0.18,Tea
4.66,0.12,3.44,13,86,16,10.91,0.64,0.64,2.08,1.63,0.17,Tea
4.87,0.11,2.33,11,95,14,13.08,0.63,0.54,3.1,1.12,0.18,Tea
4.97,0.13,2.6,12,101,13,12.26,0.66,0.59,2.4,1.73,0.18,Tea
4.55,0.18,2.73,12,87,16,10.86,0.75,0.64,3.44,1.31,0.14,Tea
5.15,0.14,2.38,13,85,16,12.26,0.76,0.58,3.42,1.26,0.12,Tea
5.45,0.11,2.43,12,100,17,10.37,0.65,0.6,2.56,1.17,0.18,Tea
4.82,0.15,3.84,11,96,14,10.78,0.67,0.6,2.72,1.31,0.13,Tea
5.45,0.13,2.46,10,95,16,10.21,0.73,0.59,2.9,1.46,0.11,Tea
4.85,0.12,2.21,11,94,13,14.82,0.74,0.68,3.4,1.68,0.17,Tea
5.49,0.17,3.32,11,92,13,12.41,0.69,0.56,2.43,1.17,0.13,Tea
5.16,0.13,3.54,8,86,15,13.83,0.61,0.56,3.31,1.56,0.11,Tea
4.94,0.17,3.32,9,85,16,10.78,0.77,0.54,3.05,1.79,0.18,Tea
4.91,0.19,3.24,10,99,14,14.16,0.7,0.59,2.54,1.65,0.17,Tea
5.36,0.13,2.93,13,91,15,10.93,0.72,0.63,2.62,1.71,0.2,Tea
5.4,0.13,3.44,12,99,16,11.37,0.74,0.56,3.22,1.02,0.13,Tea
5.25,0.11,2.51,13,98,13,12.53,0.78,0.57,3.15,1.44,0.18,Tea
4.74,0.17,3.99,8,102,17,12.7,0.71,0.64,3.09,1.56,0.16,Tea
4.77,0.12,3.96,9,102,16,10.38,0.78,0.69,2.59,1.6,0.17,Tea
5.19,0.16,3.07,8,99,15,10.77,0.8,0.61,2.37,1.67,0.14,Tea
5.06,0.13,2.62,8,97,15,13.97,0.7,0.62,3.35,1.07,0.19,Tea
4.76,0.11,3.86,12,88,15,12.09,0.61,0.52,2.21,1.48,0.13,Tea
4.65,0.17,3.13,8,104,17,12.21,0.67,0.62,2.79,1.16,0.17,Tea
4.57,0.11,3.9,10,91,15,11.47,0.72,0.66,2.18,1.47,0.16,Tea
4.64,0.16,3.82,11,88,15,13.86,0.63,0.61,2.13,1.38,0.16,Tea
4.73,0.18,2.58,12,89,14,10.59,0.71,0.63,3.17,1.23,0.11,Tea
5.25,0.14,3.06,9,89,15,13.69,0.67,0.7,2.23,1.12,0.1,Tea
5.32,0.18,2.11,13,92,13,13.44,0.66,0.58,3.31,1.58,0.16,Tea
4.7,0.12,2.36,8,85,16,11.2,0.69,0.59,3.35,1.04,0.16,Tea
4.97,0.18,2.66,11,90,15,14.78,0.7,0.63,2.67,1.68,0.19,Tea
5.22,0.19,2.7,12,86,14,14.09,0.7,0.52,2.64,1.46,0.17,Tea
4.98,0.11,2.7,12,100,17,10.79,0.7,0.62,2.43,1.11,0.17,Tea
5.26,0.19,3.06,13,87,15,13.94,0.78,0.62,2.35,1.43,0.13,Tea
5.19,0.12,2.65,13,99,17,10.83,0.78,0.57,2.97,1.55,0.16,Tea
4.78,0.19,2.82,13,102,15,12.35,0.67,0.52,2.2,1.73,0.12,Tea
4.51,0.17,2.37,8,87,15,13.31,0.62,0.53,2.79,1.25,0.18,Tea
4.94,0.11,2.4,9,87,13,14.58,0.69,0.62,3.1,1.43,0.16,Tea
4.63,0.14,3.64,9,90,15,10.35,0.67,0.53,2.27,1.15,0.14,Tea
5.47,0.14,2.15,9,104,17,11.62,0.62,0.67,3.02,1.43,0.14,Tea
4.52,0.12,3.49,9,102,13,11.69,0.77,0.67,2.06,1.47,0.12,Tea
4.58,0.13,2.83,11,91,14,10.27,0.79,0.5,3.25,1.07,0.18,Tea
4.65,0.1,2.62,13,87,14,11.61,0.63,0.58,2.64,1.79,0.16,Tea
4.6,0.12,3.76,11,89,16,10.11,0.62,0.54,2.58,1.31,0.11,Tea
5.45,0.17,3.76,12,86,14,14.48,0.78,0.62,3.5,1.53,0.11,Tea
5.1,0.13,2.94,8,99,17,12.18,0.69,0.52,3.19,1.43,0.14,Tea
4.52,0.18,2.93,11,101,15,12.49,0.7,0.55,3.16,1.71,0.16,Tea
5.48,0.13,3.32,8,90,17,13.33,0.7,0.62,2.02,1.78,0.11,Tea
4.5,0.13,3.01,9,87,15,11.01,0.64,0.62,2.28,1.77,0.15,Tea
5.11,0.18,2.35,12,92,13,14.38,0.6,0.66,2.79,1.67,0.11,Tea
5.38,0.12,3.45,13,93,15,11.55,0.61,0.59,3.42,1.13,0.18,Tea
5.35,0.16,3.2,13,91,15,13.29,0.71,0.5,3.01,1.13,0.19,Tea
5.04,0.13,2.3,9,95,15,10.61,0.77,0.55,2.78,1.1,0.16,Tea
4.89,0.16,3.97,10,98,13,14.52,0.72,0.53,2.06,1.46,0.12,Tea
5.13,0.11,3.31,8,87,17,14.9,0.67,0.59,3.33,1.13,0.19,Tea
4.8,0.15,2.53,10,92,17,13.38,0.68,0.51,2.65,1.19,0.11,Tea
5.1,0.12,3.95,11,92,17,10.42,0.77,0.69,3.05,1.42,0.15,Tea
4.91,0.13,3.71,8,104,14,14.17,0.77,0.61,2.11,1.35,0.18,Tea
5.12,0.18,2.2,10,98,14,12.84,0.78,0.68,3.28,1.19,0.15,Tea
5.25,0.17,3.88,11,95,17,14.59,0.78,0.67,2.81,1.42,0.18,Tea
5.3,0.12,3.19,11,86,14,12.47,0.77,0.64,2.6,1.08,0.19,Tea
5.42,0.18,3.04,11,89,15,11.4,0.75,0.59,3.39,1.26,0.16,Tea
5.46,0.19,2.05,12,90,13,12.22,0.74,0.55,3.22,1.57,0.18,Tea
5.23,0.1,3.08,10,101,16,13.55,0.6,0.65,2.21,1.01,0.18,Tea
5.49,0.19,3.01,9,85,14,13.49,0.63,0.65,3.08,1.21,0.15,Tea
4.55,0.15,2.34,8,102,17,12.59,0.75,0.57,3.3,1.4,0.13,Tea
4.73,0.18,2.33,9,102,17,10.67,0.61,0.61,2.39,1.18,0.13,Tea
4.63,0.18,2.41,11,94,15,12.53,0.63,0.63,3.34,1.03,0.19,Tea
5.33,0.12,2.8,10,102,16,12.55,0.61,0.51,2.53,1.54,0.17,Tea
5.04,0.12,2.8,11,103,17,10.81,0.7,0.63,2.07,1.29,0.17,Tea
5.49,0.15,3.85,8,101,17,13.83,0.62,0.62,3.08,1.3,0.16,Tea
5.01,0.17,3.93,13,99,14,10.39,0.78,0.67,2.45,1.02,0.13,Tea
4.99,0.11,2.81,11,104,14,12.16,0.71,0.58,2.13,1.66,0.12,Tea
4.65,0.12,3.25,9,98,15,10.31,0.72,0.68,2.34,1.25,0.2,Tea
4.67,0.19,2.69,13,102,14,12.23,0.75,0.58,2.18,1.31,0.19,Tea
4.53,0.1,3.61,11,89,14,14.83,0.62,0.69,2.1,1.66,0.16,Tea
4.91,0.19,3.96,8,97,17,12.16,0.72,0.56,2.61,1.24,0.14,Tea
5.45,0.11,2.15,8,98,15,12.59,0.7,0.66,2.21,1.59,0.14,Tea
5.17,0.16,2.07,13,96,14,13.53,0.79,0.53,3.28,1.55,0.12,Tea
4.55,0.18,4.0,9,102,13,10.36,0.78,0.52,2.19,1.23,0.13,Tea
5.11,0.19,3.39,13,87,17,10.44,0.64,0.63,2.46,1.72,0.14,Tea
4.91,0.13,3.57,9,90,16,10.13,0.78,0.6,2.82,1.17,0.2,Tea
4.64,0.17,2.13,10,97,16,13.0,0.61,0.58,2.13,1.43,0.12,Tea
5.42,0.13,2.56,9,93,17,10.85,0.62,0.62,2.43,1.78,0.18,Tea
4.95,0.11,3.7,10,92,13,11.14,0.7,0.62,3.33,1.03,0.14,Tea
5.06,0.18,3.7,13,92,15,11.29,0.75,0.67,2.53,1.29,0.2,Tea
4.96,0.16,2.24,10,101,13,12.08,0.65,0.63,2.6,1.5,0.12,Tea
5.15,0.13,3.22,12,104,15,13.67,0.67,0.63,2.24,1.48,0.12,Tea
4.71,0.11,2.05,11,101,16,12.09,0.71,0.66,2.77,1.12,0.13,Tea
4.89,0.19,3.33,8,103,16,13.81,0.76,0.68,2.76,1.29,0.15,Tea
4.78,0.2,2.66,10,85,14,13.36,0.63,0.54,3.18,1.17,0.2,Tea
4.85,0.17,2.37,10,96,16,11.45,0.71,0.66,3.27,1.45,0.17,Tea
5.38,0.1,3.51,10,99,17,14.31,0.64,0.55,2.7,1.79,0.18,Tea
5.45,0.14,2.3,12,99,13,13.51,0.77,0.63,3.01,1.41,0.12,Tea
4.86,0.2,2.54,9,94,13,13.09,0.63,0.63,3.23,1.68,0.11,Tea
4.67,0.14,3.18,9,85,13,10.12,0.79,0.54,2.29,1.17,0.13,Tea
4.82,0.15,2.2,10,96,15,11.19,0.73,0.7,2.78,1.22,0.11,Tea
5.08,0.18,3.12,11,87,13,14.45,0.77,0.52,2.72,1.24,0.14,Tea
4.68,0.2,2.1,8,86,15,11.77,0.73,0.7,2.13,1.47,0.11,Tea
5.03,0.13,3.03,12,92,16,12.02,0.64,0.56,3.05,1.22,0.15,Tea
5.46,0.1,3.77,10,96,16,11.54,0.69,0.53,2.28,1.02,0.14,Tea
5.38,0.13,2.25,12,96,14,12.55,0.8,0.67,3.44,1.47,0.13,Tea
5.48,0.12,3.11,13,85,13,10.16,0.76,0.56,2.17,1.04,0.11,Tea
5.44,0.14,3.3,9,103,15,11.07,0.75,0.64,3.06,1.07,0.18,Tea
5.31,0.11,2.55,12,98,13,13.2,0.72,0.56,2.83,1.31,0.15,Tea
5.01,0.12,2.92,11,104,17,10.78,0.71,0.56,3.15,1.34,0.18,Tea
4.97,0.17,2.72,8,102,15,13.14,0.6,0.63,2.05,1.33,0.11,Tea
5.25,0.11,2.51,10,99,14,13.16,0.69,0.55,3.16,1.76,0.17,Tea
4.59,0.17,2.11,10,102,17,12.47,0.77,0.55,2.03,1.45,0.16,Tea
4.68,0.15,3.54,11,85,14,12.25,0.79,0.6,3.02,1.74,0.2,Tea
4.76,0.16,2.96,12,91,13,14.41,0.79,0.54,2.9,1.4,0.11,Tea
4.74,0.17,3.39,8,97,13,13.26,0.72,0.62,2.21,1.25,0.13,Tea
4.68,0.2,2.06,8,89,13,14.91,0.72,0.6,2.06,1.44,0.15,Tea
4.72,0.14,2.0,11,88,14,14.05,0.63,0.51,3.45,1.64,0.13,Tea
4.82,0.14,2.84,12,86,14,13.25,0.62,0.52,2.88,1.31,0.18,Tea
5.06,0.18,2.13,9,99,15,10.07,0.63,0.63,3.36,1.47,0.12,Tea
4.84,0.19,3.13,8,90,17,11.66,0.62,0.53,2.25,1.37,0.19,Tea
4.98,0.19,2.95,9,86,16,14.0,0.64,0.54,3.12,1.36,0.1,Tea
5.39,0.13,2.65,9,100,13,10.29,0.65,0.6,2.93,1.68,0.13,Tea
4.61,0.15,3.27,10,88,14,12.17,0.63,0.7,2.33,1.23,0.16,Tea
4.55,0.13,2.27,10,92,14,10.47,0.6,0.68,2.04,1.39,0.18,Tea
5.16,0.15,2.85,12,90,15,12.42,0.72,0.62,2.59,1.64,0.17,Tea
4.65,0.14,2.04,12,90,17,12.57,0.71,0.59,3.3,1.69,0.18,Tea
5.38,0.12,3.38,13,90,15,14.41,0.77,0.51,2.25,1.66,0.13,Tea
4.8,0.17,2.15,12,96,14,13.3,0.7,0.53,2.3,1.67,0.14,Tea
5.13,0.2,3.68,10,92,13,12.98,0.66,0.67,2.69,1.56,0.11,Tea
5.37,0.15,3.19,9,90,16,10.36,0.76,0.58,3.37,1.66,0.13,Tea
4.66,0.13,3.82,9,93,16,12.85,0.71,0.69,2.86,1.36,0.11,Tea
4.81,0.18,3.95,11,85,16,12.6,0.77,0.51,2.0,1.3,0.16,Tea
4.53,0.18,3.77,11,91,13,13.93,0.61,0.68,2.7,1.68,0.13,Tea
5.31,0.19,3.79,11,104,16,13.44,0.72,0.66,2.27,1.42,0.18,Tea
5.08,0.12,2.47,11,90,16,12.6,0.66,0.52,2.19,1.14,0.11,Tea
4.63,0.14,2.62,10,93,13,13.11,0.68,0.55,2.56,1.24,0.17,Tea
4.93,0.2,3.62,12,102,16,12.94,0.79,0.56,2.04,1.76,0.18,Tea
4.6,0.18,2.89,13,102,13,13.81,0.69,0.57,2.1,1.59,0.17,Tea
5.09,0.11,2.49,8,88,16,12.45,0.67,0.52,2.99,1.44,0.2,Tea
5.31,0.16,3.06,10,98,14,11.83,0.74,0.6,2.82,1.76,0.17,Tea
4.54,0.16,3.16,10,92,17,14.57,0.62,0.5,3.04,1.39,0.13,Tea
5.01,0.16,3.71,11,98,17,13.81,0.66,0.52,2.66,1.6,0.14,Tea
4.77,0.18,3.53,11,98,15,14.74,0.75,0.64,3.13,1.3,0.2,Tea
5.37,0.16,2.74,10,97,17,14.24,0.8,0.55,3.39,1.1,0.17,Tea
5.42,0.19,3.87,10,96,15,12.47,0.65,0.55,2.22,1.39,0.16,Tea
5.15,0.17,3.59,13,92,16,13.56,0.79,0.63,2.62,1.58,0.1,Tea
4.95,0.19,2.21,11,92,17,12.69,0.69,0.53,2.49,1.17,0.16,Tea
5.29,0.19,2.06,12,99,17,10.66,0.6,0.51,3.18,1.15,0.19,Tea
4.86,0.1,2.66,11,88,16,12.5,0.75,0.64,2.6,1.7,0.16,Tea
4.94,0.16,2.46,8,94,13,10.64,0.71,0.68,2.95,1.51,0.17,Tea
4.64,0.16,3.5,11,85,14,13.04,0.76,0.57,2.76,1.49,0.14,Tea
5.5,0.16,3.75,11,85,15,12.09,0.75,0.6,2.19,1.24,0.18,Tea
5.15,0.15,3.68,9,85,13,14.41,0.77,0.67,3.45,1.46,0.17,Tea
5.21,0.19,3.87,9,102,16,14.1,0.61,0.61,2.39,1.43,0.18,Tea
4.84,0.19,3.29,11,98,16,11.88,0.65,0.55,2.87,1.76,0.14,Tea
4.69,0.17,2.5,10,96,17,14.57,0.77,0.65,3.01,1.17,0.19,Tea
4.77,0.13,3.51,11,90,14,13.64,0.62,0.58,2.1,1.05,0.13,Tea
5.24,0.19,3.03,10,89,16,12.52,0.61,0.56,2.77,1.37,0.15,Tea
4.81,0.15,2.1,13,100,13,11.23,0.61,0.6,3.34,1.25,0.14,Tea
4.58,0.19,3.26,11,103,14,11.8,0.63,0.54,2.85,1.49,0.14,Tea
5.1,0.13,3.31,12,95,16,12.86,0.71,0.52,2.43,1.2,0.13,Tea
4.66,0.16,3.96,12,103,17,11.14,0.63,0.57,3.0,1.56,0.15,Tea
4.94,0.2,2.41,11,87,16,13.16,0.69,0.62,2.68,1.01,0.13,Tea
4.92,0.19,2.43,10,92,16,13.01,0.6,0.65,2.51,1.01,0.18,Tea
4.65,0.12,3.16,11,85,16,13.32,0.73,0.51,2.48,1.15,0.13,Tea
5.32,0.17,2.4,13,95,13,10.46,0.76,0.68,3.15,1.22,0.11,Tea
4.95,0.15,2.67,9,102,14,11.08,0.74,0.55,2.36,1.06,0.16,Tea
5.19,0.19,3.83,8,93,16,10.11,0.71,0.55,2.52,1.11,0.16,Tea
5.12,0.11,3.05,8,95,17,14.09,0.76,0.53,2.75,1.15,0.2,Tea
5.07,0.17,2.78,12,104,16,14.31,0.67,0.57,3.01,1.38,0.15,Tea
5.21,0.15,2.43,12,88,15,12.78,0.74,0.54,3.12,1.0,0.18,Tea
4.98,0.12,3.29,8,94,15,14.64,0.63,0.55,2.01,1.12,0.16,Tea
4.82,0.13,4.0,10,104,15,10.62,0.8,0.52,2.76,1.67,0.15,Tea
5.01,0.13,2.09,8,94,16,13.75,0.62,0.56,2.41,1.43,0.2,Tea
4.91,0.13,3.13,10,91,16,11.97,0.75,0.52,2.88,1.57,0.16,Tea
5.29,0.12,3.41,8,85,16,10.74,0.61,0.62,3.34,1.13,0.13,Tea
4.96,0.18,2.77,11,94,14,14.84,0.65,0.62,3.26,1.38,0.13,Tea
5.17,0.15,2.96,12,92,15,14.73,0.76,0.58,3.04,1.79,0.17,Tea
5.1,0.12,3.88,10,87,13,11.22,0.78,0.62,3.0,1.51,0.17,Tea
4.83,0.14,2.9,9,100,16,11.33,0.68,0.55,2.78,1.25,0.14,Tea
4.75,0.2,3.43,13,93,16,11.26,0.63,0.55,2.86,1.12,0.18,Tea
4.67,0.2,2.37,11,99,17,11.39,0.68,0.64,3.31,1.68,0.11,Tea
4.67,0.14,2.55,10,88,16,11.81,0.68,0.57,2.61,1.22,0.14,Tea
4.95,0.17,2.43,13,90,13,10.14,0.61,0.5,2.02,1.12,0.13,Tea
4.63,0.13,3.33,9,104,13,10.55,0.72,0.68,3.02,1.48,0.2,Tea
4.94,0.15,3.74,11,103,16,12.52,0.78,0.54,3.4,1.64,0.18,Tea
5.41,0.17,2.64,8,87,17,11.56,0.71,0.63,2.67,1.77,0.16,Tea
5.48,0.13,2.93,9,90,15,10.03,0.69,0.55,3.09,1.55,0.11,Tea
4.52,0.2,3.0,13,92,16,11.67,0.67,0.61,3.11,1.77,0.12,Tea
5.04,0.19,3.09,12,96,16,10.12,0.72,0.7,2.59,1.66,0.17,Tea
5.09,0.11,2.18,13,101,13,11.57,0.78,0.52,2.48,1.76,0.2,Tea
4.52,0.15,2.17,8,101,13,11.14,0.76,0.52,3.36,1.16,0.12,Tea
4.52,0.19,3.36,13,93,13,14.04,0.64,0.63,2.71,1.12,0.17,Tea
5.39,0.11,3.46,13,86,13,11.11,0.73,0.55,3.21,1.73,0.13,Tea
4.93,0.18,3.62,12,100,16,13.38,0.67,0.62,2.98,1.17,0.19,Tea
5.49,0.17,2.73,11,86,16,12.6,0.77,0.56,2.99,1.64,0.14,Tea
4.52,0.19,3.16,9,93,17,11.68,0.68,0.58,2.86,1.29,0.18,Tea
4.96,0.11,3.85,10,100,13,14.42,0.73,0.59,2.8,1.21,0.17,Tea
4.54,0.11,2.14,10,87,17,11.69,0.73,0.68,2.56,1.21,0.12,Tea
5.31,0.14,2.14,9,92,17,11.23,0.64,0.7,2.76,1.01,0.18,Tea
5.45,0.19,3.08,10,99,17,11.52,0.78,0.55,3.26,1.58,0.13,Tea
4.64,0.11,2.89,11,92,15,10.38,0.75,0.58,2.08,1.18,0.18,Tea
5.07,0.15,2.61,13,87,16,14.19,0.65,0.65,2.55,1.5,0.13,Tea
4.93,0.17,3.0,8,89,17,10.93,0.61,0.54,2.21,1.65,0.1,Tea
4.79,0.19,2.84,9,95,14,12.54,0.67,0.68,3.48,1.4,0.2,Tea
4.84,0.15,3.03,10,94,16,13.89,0.65,0.61,3.03,1.57,0.13,Tea
4.98,0.11,3.93,13,101,15,13.47,0.76,0.67,2.63,1.46,0.18,Tea
5.22,0.16,2.45,12,96,16,14.14,0.72,0.63,2.0,1.53,0.19,Tea
5.25,0.11,2.66,11,98,17,11.11,0.74,0.51,2.57,1.73,0.16,Tea
4.99,0.12,2.22,13,95,14,10.57,0.78,0.5,2.92,1.23,0.13,Tea
5.12,0.1,2.6,11,99,15,14.67,0.73,0.6,3.39,1.48,0.2,Tea
4.81,0.19,3.11,8,87,17,13.56,0.72,0.61,2.59,1.44,0.11,Tea
5.4,0.17,2.61,8,88,16,14.12,0.67,0.53,2.29,1.26,0.18,Tea
4.57,0.1,3.29,10,104,16,11.99,0.6,0.63,2.04,1.76,0.18,Tea
4.82,0.18,2.96,13,100,17,12.76,0.79,0.64,3.08,1.04,0.15,Tea
4.71,0.2,2.37,8,97,16,13.07,0.66,0.58,2.17,1.27,0.12,Tea
4.63,0.15,2.42,10,95,14,14.91,0.64,0.53,3.19,1.43,0.15,Tea
5.44,0.15,3.32,9,100,15,12.01,0.68,0.67,2.31,1.79,0.13,Tea
4.59,0.18,3.69,9,100,17,10.48,0.77,0.56,3.3,1.17,0.2,Tea
4.82,0.15,3.53,8,92,16,12.61,0.61,0.61,2.64,1.75,0.19,Tea
4.86,0.1,2.07,8,95,13,12.75,0.6,0.53,2.63,1.38,0.14,Tea
4.57,0.12,3.21,9,97,16,10.54,0.72,0.62,2.89,1.44,0.17,Tea
4.81,0.11,2.35,11,93,15,10.33,0.68,0.6,3.44,1.3,0.18,Tea
4.94,0.11,2.22,10,100,16,10.33,0.77,0.5,2.3,1.8,0.15,Tea
4.76,0.11,2.72,10,92,17,10.96,0.72,0.57,3.49,1.76,0.18,Tea
4.65,0.12,3.03,9,98,13,14.45,0.72,0.6,2.91,1.19,0.12,Tea
5.22,0.2,3.78,8,89,16,12.04,0.72,0.6,3.21,1.07,0.12,Tea
5.19,0.11,3.27,10,85,15,11.01,0.77,0.63,3.41,1.76,0.12,Tea
4.8,0.11,2.77,11,85,17,11.5,0.64,0.53,3.38,1.48,0.13,Tea
4.58,0.19,2.03,11,99,15,13.49,0.6,0.56,3.13,1.51,0.13,Tea
4.97,0.16,3.5,12,104,16,14.69,0.74,0.67,3.29,1.51,0.13,Tea
5.28,0.11,2.9,9,90,17,11.87,0.61,0.68,3.27,1.06,0.14,Tea
5.42,0.16,2.56,10,86,17,11.83,0.66,0.53,2.82,1.63,0.18,Tea
5.15,0.16,3.29,12,101,14,12.31,0.77,0.53,2.59,1.21,0.16,Tea
5.25,0.12,3.17,10,91,13,11.16,0.7,0.7,2.94,1.68,0.14,Tea
4.78,0.1,3.89,10,94,15,11.58,0.69,0.52,2.34,1.44,0.17,Tea
5.12,0.1,2.26,10,93,13,13.93,0.6,0.6,2.73,1.25,0.17,Tea
4.59,0.18,2.67,9,94,15,10.42,0.74,0.57,2.92,1.07,0.13,Tea
4.73,0.15,2.88,9,87,15,13.02,0.76,0.66,3.48,1.07,0.13,Tea
4.98,0.12,2.38,10,102,14,12.58,0.7,0.67,2.74,1.39,0.13,Tea
4.72,0.19,2.54,10,103,16,12.36,0.66,0.65,3.1,1.28,0.16,Tea
4.62,0.2,2.08,8,100,13,12.17,0.61,0.65,2.64,1.09,0.14,Tea
4.59,0.2,2.54,13,91,15,13.63,0.75,0.68,3.35,1.65,0.17,Tea
5.02,0.14,2.27,9,96,14,14.47,0.65,0.5,3.38,1.07,0.18,Tea
5.1,0.18,3.45,9,101,14,13.07,0.69,0.69,3.32,1.3,0.16,Tea
5.14,0.17,2.71,12,87,17,12.65,0.64,0.6,2.38,1.23,0.2,Tea
5.39,0.19,2.16,8,98,15,13.49,0.68,0.59,2.22,1.6,0.13,Tea
4.59,0.18,3.86,12,101,16,12.56,0.66,0.52,2.37,1.18,0.1,Tea
5.27,0.18,3.01,12,90,13,11.44,0.76,0.53,2.74,1.01,0.14,Tea
4.53,0.14,3.71,9,95,14,10.74,0.78,0.61,2.23,1.79,0.13,Tea
5.04,0.13,2.37,13,90,15,14.47,0.73,0.69,2.99,1.38,0.19,Tea
5.0,0.17,3.84,10,92,17,13.68,0.7,0.59,3.34,1.18,0.13,Tea
4.7,0.16,3.73,8,102,13,10.7,0.67,0.57,2.25,1.51,0.2,Tea
4.74,0.18,2.42,8,102,15,12.2,0.71,0.69,2.04,1.68,0.1,Tea
5.02,0.11,3.99,10,89,14,13.06,0.71,0.56,2.23,1.04,0.18,Tea
5.22,0.18,2.25,9,94,13,13.5,0.66,0.66,3.08,1.17,0.11,Tea
5.2,0.15,2.74,9,96,16,13.71,0.72,0.63,3.34,1.12,0.19,Tea
5.31,0.18,3.62,11,99,13,11.62,0.61,0.58,3.39,1.0,0.12,Tea
5.43,0.11,2.1,8,97,14,11.79,0.62,0.64,2.7,1.17,0.18,Tea
4.75,0.12,2.95,12,88,13,10.7,0.68,0.61,3.29,1.02,0.17,Tea
5.27,0.19,2.01,12,92,13,10.33,0.79,0.57,2.8,1.02,0.17,Tea
4.56,0.18,3.22,8,88,17,12.27,0.77,0.57,2.48,1.71,0.12,Tea
5.25,0.14,3.47,13,101,15,10.62,0.62,0.54,2.83,1.6,0.11,Tea
5.18,0.17,3.08,12,85,13,10.75,0.63,0.67,3.07,1.78,0.14,Tea
4.6,0.19,3.47,12,92,16,14.64,0.61,0.66,2.22,1.77,0.11,Tea
4.63,0.2,2.27,9,87,13,13.12,0.79,0.68,3.14,1.63,0.1,Tea
5.31,0.18,3.65,9,102,17,11.54,0.71,0.66,2.92,1.3,0.19,Tea
5.03,0.11,3.17,13,87,13,12.19,0.6,0.56,2.55,1.79,0.12,Tea
4.68,0.18,3.42,10,98,16,12.75,0.79,0.52,2.61,1.11,0.19,Tea
4.57,0.15,3.79,11,96,16,12.75,0.65,0.54,2.33,1.11,0.16,Tea
4.64,0.12,3.95,8,87,16,12.63,0.63,0.68,3.19,1.54,0.13,Tea
5.37,0.12,2.46,8,90,16,13.79,0.61,0.6,2.44,1.38,0.15,Tea
5.21,0.14,2.23,8,104,17,11.68,0.64,0.51,2.91,1.29,0.17,Tea
5.27,0.17,3.11,9,102,17,12.4,0.61,0.68,3.47,1.04,0.11,Tea
5.42,0.12,3.15,12,96,16,12.52,0.71,0.56,2.72,1.51,0.16,Tea
5.42,0.19,3.26,8,93,15,13.89,0.74,0.59,2.99,1.56,0.18,Tea
4.93,0.16,3.87,11,90,13,12.0,0.66,0.54,2.45,1.71,0.14,Tea
5.33,0.17,3.96,12,92,14,14.63,0.77,0.55,2.43,1.61,0.14,Tea
4.54,0.15,2.76,12,97,13,14.46,0.76,0.56,3.17,1.16,0.17,Tea
5.39,0.15,3.95,13,87,17,11.44,0.74,0.6,2.92,1.59,0.1,Tea
4.84,0.17,2.92,11,99,15,13.36,0.75,0.54,2.98,1.33,0.17,Tea
5.07,0.14,3.85,12,88,16,11.01,0.64,0.63,3.17,1.59,0.14,Tea
5.08,0.18,2.37,13,95,16,11.62,0.73,0.69,3.28,1.04,0.12,Tea
4.69,0.11,3.97,10,102,14,13.41,0.72,0.67,2.59,1.6,0.15,Tea
